,campany_name,rating,headquarter,headquarter.1,num_of_locations,pub_or_pri,how long since founded,employees,reviews,salaries,jobs,interviews,Country,continent,latitude,longitude
997,Xavient Digital - Powered by TELUS International ,3.9,"Simi Valley,California + 5 more",Simi Valley,6,Private,20,501-1k Employees (India),316000,2800,41,7,United States of America,Americas,,
998,Ramboll ,4.4,"Copenhagen,Denmark + 21 more",Copenhagen,22,Private,16,1k-5k Employees (India),314000,1600,15,10,Denmark,Europe,56.26392,9.501785
999,Hilti ,3.9,Schaan + 29 more,Schaan,29,Private,81,1k-5k Employees (India),314000,1700,37,15,Liechtenstein,Europe,47.166,9.555373
1000,Aptech ,3.6,"Mumbai,Maharashtra + 62 more",Mumbai,63,Public,36,201-500 Employees (India),314000,1300,21,8,India,Asia,20.593684,78.96288
1001,More Supermarket  ,4.0,Mumbai + 67 more,Mumbai,67,,15,10k-50k Employees (India),313000,2000,67,23,India,Asia,20.593684,78.96288
1002,Efs Facilities Services ,4.1,"Dubai,Dubai + 33 more",Dubai,34,Private,16,201-500 Employees (India),312000,785000,8,6,United Arab Emirates,Asia,23.424076,53.847818
1003,Ness Technologies ,3.7,"Teaneck,New Jersey + 8 more",Teaneck,9,Private,23,1k-5k Employees (India),312000,4100,154,16,United States of America,Americas,,
1004,Siyaram Silk Mills ,4.1,"Mumbai,Maharashtra + 28 more",Mumbai,29,Public,44,1k-5k Employees (India),312000,1200,1,11,India,Asia,20.593684,78.96288
1005,SKH Metals ,3.8,Gurgaon + 7 more,Gurgaon,7,Private,16,1k-5k Employees (India),311000,1400,4,8,India,Asia,20.593684,78.96288
1006,Baker Hughes ,4.2,"Boston,Massachusetts + 32 more",Boston,33,Private,6,1k-5k Employees (India),311000,2300,145,19,United States of America,Americas,,
1007,Spinny ,4.2,"Gurgaon,Haryana + 26 more",Gurgaon,27,Private,7,1k-5k Employees (India),310000,1800,104,60,India,Asia,20.593684,78.96288
1008,Alfanar ,4.4,"Riyadh,Riyadh + 26 more",Riyadh,27,Private,46,201-500 Employees (India),310000,623000,1,5,Saudi Arabia,Asia,23.885942,45.079162
1009,Shalby Hospitals ,3.9,"Ahmedabad,Gujarat + 15 more",Ahmedabad,16,Public,28,1k-5k Employees (India),331000,1400,18,11,India,Asia,20.593684,78.96288
1010,CDK Global ,4.1,"Hoffman Estates,Illinois + 1 more",Hoffman Estates,2,Private,50,1k-5k Employees (India),309000,2500,39,14,United States of America,Americas,,
1011,CWT ,4.3,Minnetonka + 10 more,Minnetonka,10,Private,28,1k-5k Employees (India),309000,1400,18,2,United States of America,Americas,,
1012,Finastra ,4.0,"Toronto,Ontario + 10 more",Toronto,11,Private,5,1k-5k Employees (India),309000,3300,6,11,Canada,Americas,56.130366,-106.346771
1013,St. Xavier's High School ,4.0,"Mumbai,Maharashtra + 81 more",Mumbai,82,Private,153,1k-5k Employees (Global),308000,1200,0,6,India,Asia,20.593684,78.96288
1014,Ferrero ,4.1,"Pune,Maharashtra + 49 more",Pune,50,Private,18,501-1k Employees (India),308000,1300,31,5,India,Asia,20.593684,78.96288
1015,Infrastructure Leasing & Financial Services ,4.0,Mumbai + 67 more,Mumbai,67,Private,35,501-1k Employees (India),307000,833000,0,1,India,Asia,20.593684,78.96288
1016,Maersk Line ,4.4,"Copenhagen,Copenhagen + 19 more",Copenhagen,20,Public,118,201-500 Employees (India),307000,1800,24,13,Denmark,Europe,56.26392,9.501785
1017,Rebel Foods ,3.9,"Mumbai,Maharashtra + 37 more",Mumbai,38,Private,10,5k-10k Employees (India),306000,1800,118,25,India,Asia,20.593684,78.96288
1018,PropTiger.com ,4.2,"Gurgaon,Haryana + 13 more",Gurgaon,14,Private,11,1k-5k Employees (India),679000,1200,95,12,India,Asia,20.593684,78.96288
1019,TCS eServe ,3.8,Mumbai + 30 more,Mumbai,30,Private,15,50k-1 Lakh Employees (India),305000,1700,0,54,India,Asia,20.593684,78.96288
1020,British Council ,4.0,London + 18 more,London,18,Government,88,1k-5k Employees (India),304000,1600,2,8,United Kingdom,Europe,55.378051,-3.435973
1021,Prime Focus Technologies ,3.5,"Mumbai,Maharashtra + 11 more",Mumbai,12,Private,14,1k-5k Employees (India),304000,1800,11,9,India,Asia,20.593684,78.96288
1022,Pyramid IT Consulting ,3.8,"Atlanta,Georgia + 19 more",Atlanta,20,Private,26,51-200 Employees (India),303000,1600,79,4,United States of America,Americas,,
1023,Brainvire ,4.7,"Plano,Texas + 5 more",Plano,6,Private,22,201-500 Employees (India),303000,515000,66,4,United States of America,Americas,,
1024,LIC Housing Finance ,3.9,"Mumbai,Maharashtra + 94 more",Mumbai,95,Public,33,1k-5k Employees (India),303000,1300,12,3,India,Asia,20.593684,78.96288
1025,Aegis Essar ,3.6,"Mumbai,Maharashtra + 22 more",Mumbai,23,,19,5k-10k Employees (India),303000,816000,0,15,India,Asia,20.593684,78.96288
1026,Labournet Services ,3.9,"Bangalore,Karnataka + 41 more",Bangalore,42,Private,16,51-200 Employees (India),302000,788000,1,11,India,Asia,20.593684,78.96288
1027,Descon Engineering ,4.3,Lahore + 17 more,Lahore,17,Private,45,201-500 Employees (India),302000,469000,0,10,Pakistan,Asia,30.375321,69.345116
1028,Tata International ,4.1,"Mumbai,Maharashtra + 32 more",Mumbai,33,Public,60,1k-5k Employees (India),302000,1300,32,4,India,Asia,20.593684,78.96288
1029,Wonder Cement ,4.2,"Ajmer,Rajasthan + 43 more",Ajmer,44,Private,12,1k-5k Employees (India),301000,1900,2,16,India,Asia,20.593684,78.96288
1030,Bristlecone ,3.8,"Pune,Maharashtra + 9 more",Pune,10,Private,24,1k-5k Employees (India),301000,3400,90,16,India,Asia,20.593684,78.96288
1031,Audi ,4.1,"Ingolstadt,Bavaria + 47 more",Ingolstadt,48,Private,113,201-500 Employees (India),311000,1100,3,9,Germany,Europe,51.165691,10.451526
1032,Coats ,4.1,Middlesex + 38 more,Middlesex,38,Private,48,501-1k Employees (India),300000,1200,1,7,United States of America,Americas,,
1033,Alight Solutions ,3.9,Lincolnshire + 11 more,Lincolnshire,11,Private,26,1k-5k Employees (India),300000,1400,1,8,United States of America,Americas,,
1034,Ola Electric Mobility  ,3.1,"Bangalore,Karnataka + 30 more",Bangalore,31,Private,5,1k-5k Employees (India),300000,2000,28,63,India,Asia,20.593684,78.96288
1035,QUICK HEAL TECHNOLOGIES ,3.7,"Pune,Maharashtra + 34 more",Pune,35,Public,27,1k-5k Employees (India),299000,1800,10,9,India,Asia,20.593684,78.96288
1036,Monte Carlo ,4.2,"San Francisco,California + 55 more",San Francisco,56,Public,38,201-500 Employees (India),299000,1600,10,10,United States of America,Americas,,
1037,Shriram Value Services ,4.0,"Chennai,Tamil Nadu + 26 more",Chennai,27,Private,16,1k-5k Employees (India),484000,719000,0,1,India,Asia,20.593684,78.96288
1038,ADFC ,4.1,Mumbai + 39 more,Mumbai,39,Private,28,1 Lakh+ Employees (India),298000,510000,0,4,India,Asia,20.593684,78.96288
1039,STUP Consultants ,3.9,"Mumbai,Maharashtra + 39 more",Mumbai,40,Private,59,1k-5k Employees (India),298000,874000,3,2,India,Asia,20.593684,78.96288
1040,Mahanagar Gas ,4.1,"Mumbai,Maharashtra + 17 more",Mumbai,18,Public,27,1k-5k Employees (India),297000,1500,3,14,India,Asia,20.593684,78.96288
1041,Del Monte Foods ,4.2,San Francisco + 36 more,San,36,Private,136,10k-50k Employees (India),297000,1100,4,4,Mali,Africa,17.570692,-3.996166
1042,Zoho ,4.3,Chennai + 11 more,Chennai,11,Private,26,10k-50k Employees (India),297000,3100,20,86,India,Asia,20.593684,78.96288
1043,NCCCL ,3.7,"Mumbai,Maharashtra + 20 more",Mumbai,21,Private,76,1k-5k Employees (India),297000,1100,0,8,India,Asia,20.593684,78.96288
1044,Bridgestone ,4.3,Tokyo + 37 more,Tokyo,37,Private,26,1k-5k Employees (India),580000,1800,1,10,Japan,Asia,36.204824,138.252924
1045,Prism Johnson ,4.0,"Mumbai,Maharashtra + 69 more",Mumbai,70,Public,30,1k-5k Employees (India),409000,2300,2,13,India,Asia,20.593684,78.96288
1046,ITSource Technologies ,3.2,"Mumbai,Maharashtra + 28 more",Mumbai,29,Public,24,201-500 Employees (India),296000,1700,18,20,India,Asia,20.593684,78.96288
1047,ALLEN Career Institute ,4.0,"Kota,Rajasthan + 36 more",Kota,37,Private,34,10k-50k Employees (India),296000,1600,25,11,India,Asia,20.593684,78.96288
1048,Veritas ,4.2,"Santa Clara,California + 15 more",Santa Clara,16,Public,33,1k-5k Employees (India),296000,2900,46,15,Cuba,Americas,21.521757,-77.781167
1049,Giesecke & Devrient ,4.1,Munich + 38 more,Munich,38,Private,170,1k-5k Employees (India),296000,1500,3,9,Germany,Europe,51.165691,10.451526
1050,Unimoni ,3.9,"Abu Dhabi,Dubai + 68 more",Abu Dhabi,69,Private,16,1k-5k Employees (India),296000,2300,0,7,United Arab Emirates,Asia,23.424076,53.847818
1051,Aramex ,3.8,Dubai + 48 more,Dubai,48,Private,40,1k-5k Employees (India),295000,836000,0,7,United Arab Emirates,Asia,23.424076,53.847818
1052,Mahindra Two Wheelers ,4.2,Pune + 62 more,Pune,62,Public,14,501-1k Employees (India),295000,1300,0,5,India,Asia,20.593684,78.96288
1053,Suma Soft ,3.9,Pune + 4 more,Pune,4,Private,22,501-1k Employees (India),295000,1700,13,15,India,Asia,20.593684,78.96288
1054,CTS Consulting & Technical Support ,3.9,Eysines + 22 more,Eysines,22,Private,14,201-500 Employees (India),295000,7000,0,72,France,Europe,46.227638,2.213749
1055,FCC Clutch ,4.2,Hamamatsu + 16 more,Hamamatsu,16,,83,201-500 Employees (India),295000,1400,0,15,Japan,Asia,36.204824,138.252924
1056,Vastu Housing Finance ,4.6,"Mumbai,Maharashtra + 74 more",Mumbai,75,Private,7,1k-5k Employees (India),295000,828000,1,13,India,Asia,20.593684,78.96288
1057,SK E&C ,4.4,Seoul + 37 more,Seoul,37,,45,201-500 Employees (India),295000,598000,0,10,South Korea,Asia,35.907757,127.766922
1058,AT&T ,4.4,"Dallas,Texas + 13 more",Dallas,14,Private,39,10k-50k Employees (India),298000,2400,6,14,United States of America,Americas,,
1059,Indecomm Global Services ,3.7,"Edison,New Jersey + 9 more",Edison,10,Private,19,1k-5k Employees (India),294000,2600,10,10,United States of America,Americas,,
1060,Kirloskar Pneumatic ,4.1,"Pune,Maharashtra + 11 more",Pune,12,Public,64,1k-5k Employees (India),294000,1600,1,14,India,Asia,20.593684,78.96288
1061,CompuCom ,4.2,"Fort Mill,South Carolina + 3 more",Fort Mill,4,Private,35,1k-5k Employees (India),293000,2000,24,19,United States of America,Americas,,
1062,B. Braun Medical ,4.0,"Melsungen,Hesse + 40 more",Melsungen,41,Private,183,501-1k Employees (India),293000,995000,1,9,Germany,Europe,51.165691,10.451526
1063,Praj Industries ,4.1,"Pune,Maharashtra + 10 more",Pune,11,Public,39,501-1k Employees (India),293000,1500,0,5,India,Asia,20.593684,78.96288
1064,Venky's ,3.7,"Pune,Maharashtra + 48 more",Pune,49,Public,46,5k-10k Employees (India),292000,1000,22,4,India,Asia,20.593684,78.96288
1065,Nihilent ,3.8,"Pune,Maharashtra + 3 more",Pune,4,Private,22,1k-5k Employees (India),292000,3400,44,19,India,Asia,20.593684,78.96288
1066,Lakme ,4.4,"Mumbai,Maharashtra + 53 more",Mumbai,54,Public,42,201-500 Employees (India),291000,1300,8,8,India,Asia,20.593684,78.96288
1067,Globant ,4.3,San Francisco + 4 more,San,4,Private,19,1k-5k Employees (India),291000,3800,37,48,Mali,Africa,17.570692,-3.996166
1068,HyperCITY ,4.4,"Mumbai,Maharashtra + 18 more",Mumbai,19,Private,18,501-1k Employees (India),290000,363000,0,2,India,Asia,20.593684,78.96288
1069,OpenText Technologies ,4.0,"Waterloo,Ontario + 4 more",Waterloo,5,Private,31,1k-5k Employees (India),290000,3700,102,22,United States of America,Americas,,
1070,TEXMO INDUSTRIES ,3.7,Coimbatore + 27 more,Coimbatore,27,Private,66,501-1k Employees (India),304000,1100,1,4,India,Asia,20.593684,78.96288
1071,Adani Green Energy ,4.2,"Ahmedabad,Gujrat + 37 more",Ahmedabad,38,Private,7,501-1k Employees (India),289000,1800,0,21,India,Asia,20.593684,78.96288
1072,CAMS ,3.8,Chennai + 33 more,Chennai,33,,34,5k-10k Employees (India),289000,1400,1,19,India,Asia,20.593684,78.96288
1073,National Collateral Management Services ,3.8,Mumbai + 63 more,Mumbai,63,,18,501-1k Employees (India),289000,978000,1,3,India,Asia,20.593684,78.96288
1074,RPG Life Sciences ,4.3,"Mumbai,Maharashtra + 25 more",Mumbai,26,Public,29,1k-5k Employees (India),289000,1000,2,5,India,Asia,20.593684,78.96288
1075,Lafarge ,4.1,Paris + 70 more,Paris,70,Private,189,201-500 Employees (India),289000,406000,0,8,France,Europe,46.227638,2.213749
1076,SS Supply Chain Solutions ,4.6,"Gurgaon,Haryana + 32 more",Gurgaon,33,Private,10,201-500 Employees (India),289000,449000,56,6,India,Asia,20.593684,78.96288
1077,Nvidia ,4.3,"Santa Clara,California + 4 more",Santa Clara,5,Private,29,1k-5k Employees (India),289000,2800,121,49,Cuba,Americas,21.521757,-77.781167
1078,Godrej Industries ,4.0,"Mumbai,Maharashtra + 39 more",Mumbai,40,Public,59,10k-50k Employees (India),1200,1200,65,20,India,Asia,20.593684,78.96288
1079,Continental ,4.2,Hanover + 36 more,Hanover,36,Private,151,5k-10k Employees (India),1200,2100,15,14,United States of America,Americas,,
1080,Fedbank Financial Services ,4.4,"Mumbai,Maharashtra + 76 more",Mumbai,77,Private,12,1k-5k Employees (India),288000,1700,38,10,India,Asia,20.593684,78.96288
1081,Tracxn ,3.2,"Bangalore,Karnataka + 4 more",Bangalore,5,Private,9,501-1k Employees (India),288000,1500,101,38,India,Asia,20.593684,78.96288
1082,National Bulk Handling Corporation ,4.2,"Mumbai,Maharashtra + 59 more",Mumbai,60,Private,19,1k-5k Employees (India),287000,986000,14,9,India,Asia,20.593684,78.96288
1083,Ranbaxy ,4.5,GURGAON + 53 more,GURGAON,53,Public,61,10k-50k Employees (India),287000,441000,0,3,India,Asia,20.593684,78.96288
1084,Marlabs ,3.8,"Piscataway,New Jersey + 10 more",Piscataway,11,Private,26,1k-5k Employees (India),286000,3400,32,13,United States of America,Americas,,
1085,Onshore Construction ,4.1,"Mumbai,Maharashtra + 21 more",Mumbai,22,Private,27,201-500 Employees (India),286000,1500,0,11,India,Asia,20.593684,78.96288
1086,Zealous Services ,3.2,"Chennai,Tamil Nadu + 3 more",Chennai,4,Private,15,501-1k Employees (India),286000,1000,7,11,India,Asia,20.593684,78.96288
1087,Fidelity International ,4.3,London + 7 more,London,7,Private,53,1k-5k Employees (India),285000,2700,17,17,United Kingdom,Europe,55.378051,-3.435973
1088,Iron Mountain Inc ,4.0,"Boston,Massachusetts + 28 more",Boston,29,Private,71,1k-5k Employees (India),285000,1800,10,7,United States of America,Americas,,
1089,Cuemath ,4.2,"Bangalore,Karnataka + 17 more",Bangalore,18,Private,9,1k-5k Employees (India),285000,1100,77,14,India,Asia,20.593684,78.96288
1090,Allegis Group ,3.9,"Hanover,Maryland + 10 more",Hanover,11,Private,39,501-1k Employees (India),821000,1900,85,6,United States of America,Americas,,
1091,Zee Entertainment Enterprises ,4.0,Mumbai + 27 more,Mumbai,27,Public,30,1k-5k Employees (India),429000,2200,51,11,India,Asia,20.593684,78.96288
1092,INDIABULLS PHARMACEUTICALS ,2.6,"Mumbai,Maharashtra + 52 more",Mumbai,53,Private,6,1k-5k Employees (India),284000,925000,0,9,India,Asia,20.593684,78.96288
1093,Marelli ,3.9,"Corbetta,Corbetta + 10 more",Corbetta,11,Private,103,501-1k Employees (India),284000,1500,0,14,Italy,Europe,41.87194,12.56738
1094,Bridgestone India Automotive Products ,4.2,Pune + 32 more,Pune,32,Private,26,501-1k Employees (India),284000,1200,0,12,India,Asia,20.593684,78.96288
1095,Toyota Industries Engine India ,4.2,"Kariya,Aichi + 2 more",Kariya,3,Private,27,501-1k Employees (India),284000,855000,0,8,Japan,Asia,36.204824,138.252924
1096,Digit Insurance ,4.0,"Bangalore,Karnataka + 43 more",Bangalore,44,Private,6,1k-5k Employees (India),284000,1700,15,20,India,Asia,20.593684,78.96288
1097,Paramount Health Services Tpa ,3.9,"Mumbai,Maharashtra + 24 more",Mumbai,25,Private,20,1k-5k Employees (India),283000,1400,4,7,India,Asia,20.593684,78.96288
1098,DP World ,4.1,"Dubai,Jebel Ali + 31 more",Dubai,32,Public,17,1k-5k Employees (India),283000,1300,161,11,United Arab Emirates,Asia,23.424076,53.847818
1099,Central Bank of India ,4.0,"Mumbai,Maharashtra + 70 more",Mumbai,71,Public,111,10k-50k Employees (India),283000,890000,0,14,India,Asia,20.593684,78.96288
1100,Vidal Health Tpa ,4.1,Bangalore + 38 more,Bangalore,38,Private,12,201-500 Employees (India),283000,997000,11,8,India,Asia,20.593684,78.96288
1101,SIS Prosegur Holdings ,3.8,"Patna,Bihar + 54 more",Patna,55,Private,27,10k-50k Employees (India),282000,795000,3,4,India,Asia,20.593684,78.96288
1102,Qcon ,4.3,Doha + 19 more,Doha,19,Private,47,5k-10k Employees (India),282000,740000,0,16,Qatar,Asia,25.354826,51.183884
1103,Grand Hyatt ,4.3,"Chicago,Illinois + 19 more",Chicago,20,Private,65,501-1k Employees (India),282000,818000,0,2,United States of America,Americas,,
1104,Acuity Knowledge Partners ,3.8,London + 7 more,London,7,,20,1k-5k Employees (India),282000,2400,78,30,United Kingdom,Europe,55.378051,-3.435973
1105,Talentpro ,4.1,"Chennai,Tamil Nadu + 64 more",Chennai,65,Private,22,501-1k Employees (India),281000,1400,12,12,India,Asia,20.593684,78.96288
1106,Capri Global Capital ,4.1,"Mumbai,Maharashtra + 69 more",Mumbai,70,Public,25,1k-5k Employees (India),281000,1600,7,12,India,Asia,20.593684,78.96288
1107,UnitedLex ,3.7,"New York,New York + 2 more",New York,3,Private,16,501-1k Employees (India),280000,1600,89,24,United States of America,Americas,,
1108,Accolite Digital ,4.0,"Dallas,Texas + 9 more",Dallas,10,Private,15,1k-5k Employees (India),280000,3100,137,62,United States of America,Americas,,
1109,Comviva Technology ,3.6,"Gurgaon,Haryana + 12 more",Gurgaon,13,Private,23,1k-5k Employees (India),280000,3200,102,14,India,Asia,20.593684,78.96288
1110,Exxon Mobil ,3.5,"Irving,Texas + 22 more",Irving,23,Private,23,1k-5k Employees (India),286000,2000,14,27,United States of America,Americas,,
1111,Avery Dennison ,4.2,"Glendale,California + 27 more",Glendale,28,Private,27,1k-5k Employees (India),278000,1100,37,7,United States of America,Americas,,
1112,Deloitte Digital ,3.8,"New York,New York + 16 more",New York,17,Private,5,10k-50k Employees (India),278000,1400,14,7,United States of America,Americas,,
1113,Rockwell Automation ,4.0,"Milwaukee,Wisconsin + 15 more",Milwaukee,16,Private,119,1k-5k Employees (India),350000,2500,36,27,United States of America,Americas,,
1114,Havmor Ice Cream ,4.2,"Ahmedabad,Gujrat + 44 more",Ahmedabad,45,Private,78,501-1k Employees (India),277000,896000,0,9,India,Asia,20.593684,78.96288
1115,Sulzer ,3.9,"Winterthur,Winterthur + 13 more",Winterthur,14,Private,188,501-1k Employees (India),277000,1300,2,8,Switzerland,Europe,46.818188,8.227512
1116,F1 Info Solutions Services ,3.8,"Mumbai,Maharashtra + 38 more",Mumbai,39,Private,21,201-500 Employees (India),276000,933000,0,8,India,Asia,20.593684,78.96288
1117,HCG Hospital ,3.9,"Ahmedabad,Gujarat + 26 more",Ahmedabad,27,Public,33,1 Lakh+ Employees (India),276000,1100,4,6,India,Asia,20.593684,78.96288
1118,Vedang Cellular Services ,4.2,Mumbai + 45 more,Mumbai,45,,12,501-1k Employees (India),276000,1100,2,12,India,Asia,20.593684,78.96288
1119,Sudarshan Chemical Industries ,3.7,"Pune,Maharashtra + 17 more",Pune,18,Public,71,501-1k Employees (India),276000,1500,1,13,India,Asia,20.593684,78.96288
1120,iNurture Education Solutions ,3.4,"Bangalore,Karnataka + 32 more",Bangalore,33,Private,17,501-1k Employees (India),276000,977000,38,15,India,Asia,20.593684,78.96288
1121,Prince Pipes & Fittings ,4.2,"Mumbai,Maharashtra + 34 more",Mumbai,35,Public,35,1k-5k Employees (India),276000,1300,11,10,India,Asia,20.593684,78.96288
1122,Uppcl ,4.1,"Lucknow,Uttar Pradesh + 62 more",Lucknow,63,Public,23,10k-50k Employees (India),275000,825000,0,5,India,Asia,20.593684,78.96288
1123,Teleysia Networks ,3.5,"Ahmedabad,Gujarat + 26 more",Ahmedabad,27,Private,14,201-500 Employees (India),275000,920000,24,4,India,Asia,20.593684,78.96288
1124,DHL Global Forwarding ,4.2,Bonn + 16 more,Bonn,16,Private,207,1k-5k Employees (India),2000,1900,1,7,Germany,Europe,51.165691,10.451526
1125,Value Point Systems ,3.7,Bangalore + 33 more,Bangalore,33,Private,31,1k-5k Employees (India),274000,1400,28,9,India,Asia,20.593684,78.96288
1126,Ryan International School ,3.8,"Mumbai,Maharashtra + 37 more",Mumbai,38,Public,30,1 Lakh+ Employees (India),274000,1000,0,5,India,Asia,20.593684,78.96288
1127,Lido Learning ,2.1,"Mumbai,Maharashtra + 16 more",Mumbai,17,,3,201-500 Employees (India),274000,1600,14,59,India,Asia,20.593684,78.96288
1128,JSW Group ,3.9,Mumbai + 47 more,Mumbai,47,Private,40,10k-50k Employees (India),4300,1800,3,29,India,Asia,20.593684,78.96288
1129,Universal Sompo General Insurance ,3.7,"Mumbai,Maharashtra + 66 more",Mumbai,67,Private,15,1k-5k Employees (India),273000,1300,4,6,India,Asia,20.593684,78.96288
